uid,boundary
873,"POLYGON((0.052901542259361 51.445057193672, 0.051345614545833 51.4444973019267, 0.051345614545833 51.4433774978418, 0.052901542259361 51.4428175855022, 0.054457469972888 51.4433774978418, 0.054457469972888 51.4444973019267, 0.052901542259361 51.445057193672))"
874,"POLYGON((0.074684530248742 51.445057193672, 0.073128602535215 51.4444973019267, 0.073128602535215 51.4433774978418, 0.074684530248742 51.4428175855022, 0.07624045796227 51.4433774978418, 0.07624045796227 51.4444973019267, 0.074684530248742 51.445057193672))"
875,"POLYGON((0.130697927935724 51.445057193672, 0.129142000222197 51.4444973019267, 0.129142000222197 51.4433774978418, 0.130697927935724 51.4428175855022, 0.132253855649251 51.4433774978418, 0.132253855649251 51.4444973019267, 0.130697927935724 51.445057193672))"
876,"POLYGON((0.015559277134706 51.445057193672, 0.014003349421179 51.4444973019267, 0.014003349421179 51.4433774978418, 0.015559277134706 51.4428175855022, 0.017115204848233 51.4433774978418, 0.017115204848233 51.4444973019267, 0.015559277134706 51.445057193672))"
877,"POLYGON((-0.068460819395766 51.445057193672, -0.070016747109294 51.4444973019267, -0.070016747109294 51.4433774978418, -0.068460819395766 51.4428175855022, -0.066904891682239 51.4433774978417, -0.066904891682239 51.4444973019267, -0.068460819395766 51.445057193672))"
878,"POLYGON((-0.015559277135839 51.445057193672, -0.017115204849366 51.4444973019267, -0.017115204849366 51.4433774978418, -0.015559277135839 51.4428175855022, -0.014003349422312 51.4433774978418, -0.014003349422312 51.4444973019267, -0.015559277135839 51.445057193672))"
879,"POLYGON((0.108914939946342 51.445057193672, 0.107359012232815 51.4444973019267, 0.107359012232815 51.4433774978418, 0.108914939946342 51.4428175855022, 0.11047086765987 51.4433774978417, 0.11047086765987 51.4444973019267, 0.108914939946342 51.445057193672))"
880,"POLYGON((-0.102691229093366 51.445057193672, -0.104247156806894 51.4444973019267, -0.104247156806894 51.4433774978417, -0.102691229093366 51.4428175855022, -0.101135301379839 51.4433774978418, -0.101135301379839 51.4444973019267, -0.102691229093366 51.445057193672))"
881,"POLYGON((-0.101135301379839 51.4467368277202, -0.102691229093366 51.4461769565688, -0.102691229093366 51.445057193672, -0.101135301379839 51.4444973019267, -0.099579373666312 51.445057193672, -0.099579373666312 51.4461769565688, -0.101135301379839 51.4467368277202))"
882,"POLYGON((0.132253855649251 51.4467368277202, 0.130697927935724 51.4461769565688, 0.130697927935724 51.445057193672, 0.132253855649251 51.4444973019267, 0.133809783362779 51.445057193672, 0.133809783362779 51.4461769565688, 0.132253855649251 51.4467368277202))"
883,"POLYGON((0.094911590524597 51.4467368277202, 0.09335566281107 51.4461769565688, 0.09335566281107 51.445057193672, 0.094911590524597 51.4444973019267, 0.096467518238124 51.445057193672, 0.096467518238124 51.4461769565688, 0.094911590524597 51.4467368277202))"
884,"POLYGON((0.104247156805761 51.4467368277202, 0.102691229092233 51.4461769565688, 0.102691229092233 51.445057193672, 0.104247156805761 51.4444973019267, 0.105803084519288 51.445057193672, 0.105803084519288 51.4461769565688, 0.104247156805761 51.4467368277202))"
885,"POLYGON((-0.154036843639766 51.4467368277202, -0.155592771353293 51.4461769565688, -0.155592771353293 51.445057193672, -0.154036843639766 51.4444973019267, -0.152480915926239 51.445057193672, -0.152480915926239 51.4461769565688, -0.154036843639766 51.4467368277202))"
886,"POLYGON((0.063793036254052 51.4467368277202, 0.062237108540524 51.4461769565688, 0.062237108540524 51.445057193672, 0.063793036254052 51.4444973019267, 0.065348963967579 51.445057193672, 0.065348963967579 51.4461769565688, 0.063793036254052 51.4467368277202))"
887,"POLYGON((0.107359012232815 51.4467368277202, 0.105803084519288 51.4461769565688, 0.105803084519288 51.445057193672, 0.107359012232815 51.4444973019267, 0.108914939946342 51.445057193672, 0.108914939946342 51.4461769565688, 0.107359012232815 51.4467368277202))"
888,"POLYGON((0.001555927712961 51.4467368277202, -5.66511702004079e-13 51.4461769565688, -5.66511702004079e-13 51.445057193672, 0.001555927712961 51.4444973019267, 0.003111855426488 51.445057193672, 0.003111855426488 51.4461769565688, 0.001555927712961 51.4467368277202))"
889,"POLYGON((-0.073128602536348 51.4467368277202, -0.074684530249875 51.4461769565688, -0.074684530249875 51.445057193672, -0.073128602536348 51.4444973019267, -0.071572674822821 51.445057193672, -0.071572674822821 51.4461769565688, -0.073128602536348 51.4467368277202))"
890,"POLYGON((0.126030144795142 51.4467368277202, 0.124474217081615 51.4461769565688, 0.124474217081615 51.445057193672, 0.126030144795142 51.4444973019267, 0.12758607250867 51.445057193672, 0.12758607250867 51.4461769565688, 0.126030144795142 51.4467368277202))"
891,"POLYGON((-0.126030144796275 51.4467368277202, -0.127586072509803 51.4461769565688, -0.127586072509803 51.445057193672, -0.126030144796275 51.4444973019267, -0.124474217082748 51.445057193672, -0.124474217082748 51.4461769565688, -0.126030144796275 51.4467368277202))"
892,"POLYGON((0.020227060275288 51.4467368277202, 0.018671132561761 51.4461769565688, 0.018671132561761 51.445057193672, 0.020227060275288 51.4444973019267, 0.021782987988815 51.445057193672, 0.021782987988815 51.4461769565688, 0.020227060275288 51.4467368277202))"
893,"POLYGON((-0.032674481984639 51.4467368277202, -0.034230409698166 51.4461769565688, -0.034230409698166 51.445057193672, -0.032674481984639 51.4444973019267, -0.031118554271112 51.445057193672, -0.031118554271112 51.4461769565688, -0.032674481984639 51.4467368277202))"
894,"POLYGON((-0.023338915703476 51.4467368277202, -0.024894843417003 51.4461769565688, -0.024894843417003 51.445057193672, -0.023338915703476 51.4444973019267, -0.021782987989948 51.445057193672, -0.021782987989948 51.4461769565688, -0.023338915703476 51.4467368277202))"
895,"POLYGON((0.13847756650336 51.4467368277202, 0.136921638789833 51.4461769565688, 0.136921638789833 51.445057193672, 0.13847756650336 51.4444973019267, 0.140033494216888 51.445057193672, 0.140033494216888 51.4461769565688, 0.13847756650336 51.4467368277202))"
896,"POLYGON((0.085576024243433 51.4467368277202, 0.084020096529906 51.4461769565688, 0.084020096529906 51.445057193672, 0.085576024243433 51.4444973019267, 0.087131951956961 51.445057193672, 0.087131951956961 51.4461769565688, 0.085576024243433 51.4467368277202))"
897,"POLYGON((-0.076240457963403 51.4467368277202, -0.07779638567693 51.4461769565688, -0.07779638567693 51.445057193672, -0.076240457963403 51.4444973019267, -0.074684530249875 51.445057193672, -0.074684530249875 51.4461769565688, -0.076240457963403 51.4467368277202))"
898,"POLYGON((-0.150924988212712 51.4467368277202, -0.152480915926239 51.4461769565688, -0.152480915926239 51.445057193672, -0.150924988212712 51.4444973019267, -0.149369060499184 51.445057193672, -0.149369060499184 51.4461769565688, -0.150924988212712 51.4467368277202))"
899,"POLYGON((-0.038898192838748 51.4467368277202, -0.040454120552276 51.4461769565688, -0.040454120552276 51.445057193672, -0.038898192838748 51.4444973019267, -0.037342265125221 51.445057193672, -0.037342265125221 51.4461769565688, -0.038898192838748 51.4467368277202))"
900,"POLYGON((-0.001555927714094 51.4467368277202, -0.003111855427621 51.4461769565688, -0.003111855427621 51.445057193672, -0.001555927714094 51.4444973019267, -5.66511702004079e-13 51.445057193672, -5.66511702004079e-13 51.4461769565688, -0.001555927714094 51.4467368277202))"
901,"POLYGON((0.101135301378706 51.4467368277202, 0.099579373665179 51.4461769565688, 0.099579373665179 51.445057193672, 0.101135301378706 51.4444973019267, 0.102691229092233 51.445057193672, 0.102691229092233 51.4461769565688, 0.101135301378706 51.4467368277202))"
902,"POLYGON((-0.119806433942166 51.4467368277202, -0.121362361655693 51.4461769565688, -0.121362361655693 51.445057193672, -0.119806433942166 51.4444973019267, -0.118250506228639 51.445057193672, -0.118250506228639 51.4461769565688, -0.119806433942166 51.4467368277202))"
903,"POLYGON((0.023338915702343 51.4467368277202, 0.021782987988815 51.4461769565688, 0.021782987988815 51.445057193672, 0.023338915702343 51.4444973019267, 0.02489484341587 51.445057193672, 0.02489484341587 51.4461769565688, 0.023338915702343 51.4467368277202))"
904,"POLYGON((-0.082464168817512 51.4467368277202, -0.084020096531039 51.4461769565688, -0.084020096531039 51.445057193672, -0.082464168817512 51.4444973019267, -0.080908241103984 51.445057193672, -0.080908241103984 51.4461769565688, -0.082464168817512 51.4467368277202))"
905,"POLYGON((-0.107359012233948 51.4467368277202, -0.108914939947475 51.4461769565688, -0.108914939947475 51.445057193672, -0.107359012233948 51.4444973019267, -0.105803084520421 51.445057193672, -0.105803084520421 51.4461769565688, -0.107359012233948 51.4467368277202))"
906,"POLYGON((0.088687879670488 51.4467368277202, 0.087131951956961 51.4461769565688, 0.087131951956961 51.445057193672, 0.088687879670488 51.4444973019267, 0.090243807384015 51.445057193672, 0.090243807384015 51.4461769565688, 0.088687879670488 51.4467368277202))"
907,"POLYGON((-0.113582723088057 51.4467368277202, -0.115138650801584 51.4461769565688, -0.115138650801584 51.445057193672, -0.113582723088057 51.4444973019267, -0.11202679537453 51.445057193672, -0.11202679537453 51.4461769565688, -0.113582723088057 51.4467368277202))"
908,"POLYGON((0.116694578513979 51.4467368277202, 0.115138650800451 51.4461769565688, 0.115138650800451 51.445057193672, 0.116694578513979 51.4444973019267, 0.118250506227506 51.445057193672, 0.118250506227506 51.4461769565688, 0.116694578513979 51.4467368277202))"
909,"POLYGON((-0.079352313390457 51.4467368277202, -0.080908241103984 51.4461769565688, -0.080908241103984 51.445057193672, -0.079352313390457 51.4444973019267, -0.07779638567693 51.445057193672, -0.07779638567693 51.4461769565688, -0.079352313390457 51.4467368277202))"
910,"POLYGON((-0.004667783141148 51.4467368277202, -0.006223710854676 51.4461769565688, -0.006223710854676 51.445057193672, -0.004667783141148 51.4444973019267, -0.003111855427621 51.445057193672, -0.003111855427621 51.4461769565688, -0.004667783141148 51.4467368277202))"
911,"POLYGON((0.07624045796227 51.4467368277202, 0.074684530248742 51.4461769565688, 0.074684530248742 51.445057193672, 0.07624045796227 51.4444973019267, 0.077796385675797 51.445057193672, 0.077796385675797 51.4461769565688, 0.07624045796227 51.4467368277202))"
912,"POLYGON((-0.06068118082813 51.4467368277202, -0.062237108541657 51.4461769565688, -0.062237108541657 51.445057193672, -0.06068118082813 51.4444973019267, -0.059125253114603 51.445057193672, -0.059125253114603 51.4461769565688, -0.06068118082813 51.4467368277202))"
913,"POLYGON((-0.070016747109294 51.4467368277202, -0.071572674822821 51.4461769565688, -0.071572674822821 51.445057193672, -0.070016747109294 51.4444973019267, -0.068460819395766 51.445057193672, -0.068460819395766 51.4461769565688, -0.070016747109294 51.4467368277202))"
914,"POLYGON((-0.147813132785657 51.4467368277202, -0.149369060499184 51.4461769565688, -0.149369060499184 51.445057193672, -0.147813132785657 51.4444973019267, -0.14625720507213 51.445057193672, -0.14625720507213 51.4461769565688, -0.147813132785657 51.4467368277202))"
915,"POLYGON((-0.057569325401075 51.4467368277202, -0.059125253114603 51.4461769565688, -0.059125253114603 51.445057193672, -0.057569325401075 51.4444973019267, -0.056013397687548 51.445057193672, -0.056013397687548 51.4461769565688, -0.057569325401075 51.4467368277202))"
916,"POLYGON((-0.16337240992093 51.4467368277202, -0.164928337634457 51.4461769565688, -0.164928337634457 51.445057193672, -0.16337240992093 51.4444973019267, -0.161816482207402 51.445057193672, -0.161816482207402 51.4461769565688, -0.16337240992093 51.4467368277202))"
917,"POLYGON((-0.200714675045584 51.4467368277202, -0.202270602759112 51.4461769565688, -0.202270602759112 51.445057193672, -0.200714675045584 51.4444973019267, -0.199158747332057 51.445057193672, -0.199158747332057 51.4461769565688, -0.200714675045584 51.4467368277202))"
918,"POLYGON((-0.122918289369221 51.4467368277202, -0.124474217082748 51.4461769565688, -0.124474217082748 51.445057193672, -0.122918289369221 51.4444973019267, -0.121362361655693 51.445057193672, -0.121362361655693 51.4461769565688, -0.122918289369221 51.4467368277202))"
919,"POLYGON((-0.042010048265803 51.4467368277202, -0.04356597597933 51.4461769565688, -0.04356597597933 51.445057193672, -0.042010048265803 51.4444973019267, -0.040454120552276 51.445057193672, -0.040454120552276 51.4461769565688, -0.042010048265803 51.4467368277202))"
920,"POLYGON((-0.110470867661003 51.4467368277202, -0.11202679537453 51.4461769565688, -0.11202679537453 51.445057193672, -0.110470867661003 51.4444973019267, -0.108914939947475 51.445057193672, -0.108914939947475 51.4461769565688, -0.110470867661003 51.4467368277202))"
921,"POLYGON((0.113582723086924 51.4467368277202, 0.112026795373397 51.4461769565688, 0.112026795373397 51.445057193672, 0.113582723086924 51.4444973019267, 0.115138650800451 51.445057193672, 0.115138650800451 51.4461769565688, 0.113582723086924 51.4467368277202))"
922,"POLYGON((-0.138477566504493 51.4467368277202, -0.140033494218021 51.4461769565688, -0.140033494218021 51.445057193672, -0.138477566504493 51.4444973019267, -0.136921638790966 51.445057193672, -0.136921638790966 51.4461769565688, -0.138477566504493 51.4467368277202))"
923,"POLYGON((0.017115204848233 51.4467368277202, 0.015559277134706 51.4461769565688, 0.015559277134706 51.445057193672, 0.017115204848233 51.4444973019267, 0.018671132561761 51.445057193672, 0.018671132561761 51.4461769565688, 0.017115204848233 51.4467368277202))"
924,"POLYGON((-0.116694578515112 51.4467368277202, -0.118250506228639 51.4461769565688, -0.118250506228639 51.445057193672, -0.116694578515112 51.4444973019267, -0.115138650801584 51.445057193672, -0.115138650801584 51.4461769565688, -0.116694578515112 51.4467368277202))"
925,"POLYGON((0.079352313389324 51.4467368277202, 0.077796385675797 51.4461769565688, 0.077796385675797 51.445057193672, 0.079352313389324 51.4444973019267, 0.080908241102851 51.445057193672, 0.080908241102851 51.4461769565688, 0.079352313389324 51.4467368277202))"
926,"POLYGON((0.11047086765987 51.4467368277202, 0.108914939946342 51.4461769565688, 0.108914939946342 51.445057193672, 0.11047086765987 51.4444973019267, 0.112026795373397 51.445057193672, 0.112026795373397 51.4461769565688, 0.11047086765987 51.4467368277202))"
927,"POLYGON((0.032674481983506 51.4467368277202, 0.031118554269979 51.4461769565688, 0.031118554269979 51.445057193672, 0.032674481983506 51.4444973019267, 0.034230409697033 51.445057193672, 0.034230409697033 51.4461769565688, 0.032674481983506 51.4467368277202))"
928,"POLYGON((0.098023445951651 51.4467368277202, 0.096467518238124 51.4461769565688, 0.096467518238124 51.445057193672, 0.098023445951651 51.4444973019267, 0.099579373665179 51.445057193672, 0.099579373665179 51.4461769565688, 0.098023445951651 51.4467368277202))"
929,"POLYGON((-0.157148699066821 51.4467368277202, -0.158704626780348 51.4461769565688, -0.158704626780348 51.445057193672, -0.157148699066821 51.4444973019267, -0.155592771353293 51.445057193672, -0.155592771353293 51.4461769565688, -0.157148699066821 51.4467368277202))"
930,"POLYGON((-0.182043542483257 51.4467368277202, -0.183599470196784 51.4461769565688, -0.183599470196784 51.445057193672, -0.182043542483257 51.4444973019267, -0.18048761476973 51.445057193672, -0.18048761476973 51.4461769565688, -0.182043542483257 51.4467368277202))"
